Name,lambda,Species,logepsX,loggf,EW
MKV0743,6247.56,Fe II,3.890,-2.360,
MKV0743,6252.57,Fe I,2.400,-1.757,
MKV0743,6258.10,Ti I,1.443,-0.355,
MKV0743,6290.97,Fe I,4.730,-0.760,
MKV0743,6297.80,Fe I,2.220,-2.740,
MKV0743,6301.50,Fe I,3.650,-0.720,
MKV0743,6302.49,Fe I,3.690,-1.150,
MKV0743,6309.90,Sc II,1.500,-1.520,
MKV0743,6311.51,Fe I,2.830,-3.220,
MKV0743,6320.43,La II,0.170,-1.562,
MKV0743,6330.09,Cr I,0.940,-2.920,
MKV0743,6355.04,Fe I,2.840,-2.290,111
MKV0743,6369.46,Fe II,2.890,-4.250,
MKV0743,6380.75,Fe I,4.190,-1.500,74
MKV0743,6390.46,La II,0.320,-1.400,
MKV0743,6392.54,Fe I,2.280,-3.950,
MKV0743,6393.61,Fe I,2.430,-1.630,167
MKV0743,6416.93,Fe II,3.890,-2.790,115
MKV0743,6419.96,Fe I,4.730,-0.240,
MKV0743,6421.36,Fe I,2.280,-2.014,
MKV0743,6430.86,Fe I,2.180,-1.946,
MKV0743,6432.68,Fe II,2.890,-3.710,
MKV0743,6439.08,Ca I,2.520,0.390,149
MKV0743,6455.60,Ca I,2.520,-1.290,
MKV0743,6456.39,Fe II,3.900,-2.080,107
MKV0743,6496.91,Ba II,0.600,-0.380,
MKV0743,6498.94,Fe I,0.960,-4.690,80
MKV0743,6499.65,Ca I,2.520,-0.820,
MKV0743,6516.08,Fe II,2.890,-3.450,65
MKV0743,6518.37,Fe I,2.830,-2.460,60
MKV0743,6554.24,Ti I,1.440,-1.218,
MKV0743,6556.08,Ti I,1.460,-1.074,69
MKV0743,6574.23,Fe I,0.990,-5.020,73
MKV0743,6581.22,Fe I,1.480,-4.680,93
MKV0743,6593.88,Fe I,2.430,-2.390,151
MKV0743,6608.03,Fe I,2.280,-3.940,
MKV0743,6609.12,Fe I,2.560,-2.660,113
MKV0743,6645.13,Eu II,1.370,0.200,
MKV0770,5339.93,Fe I,3.270,-0.680,
MKV0770,5364.86,Fe I,4.450,0.220,72
MKV0770,5367.48,Fe I,4.420,0.550,
MKV0770,5369.96,Fe I,4.370,0.540,
MKV0770,5371.50,Fe I,0.960,-1.644,
MKV0770,5381.01,Ti II,1.570,-1.780,101
MKV0770,5383.37,Fe I,4.310,0.500,101
MKV0770,5389.48,Fe I,4.420,-0.400,56
MKV0770,5393.17,Fe I,3.240,-0.920,
MKV0770,5397.14,Fe I,0.910,-1.992,
MKV0770,5400.51,Fe I,4.370,-0.150,71
MKV0770,5402.78,Y II,1.840,-0.510,
MKV0770,5405.79,Fe I,0.990,-1.852,
MKV0770,5407.42,Mn I,2.140,-1.743,
MKV0770,5409.80,Cr I,1.030,-0.720,145
MKV0770,5415.19,Fe I,4.390,0.510,103
MKV0770,5418.77,Ti II,1.580,-2.110,92
MKV0770,5420.36,Mn I,2.140,-1.460,
MKV0770,5424.07,Fe I,4.320,0.520,122
MKV0770,5425.25,Fe II,3.200,-3.360,52
MKV0770,5432.55,Mn I,0.000,-3.795,
MKV0770,5476.92,Ni I,1.830,-0.890,
MKV0770,5483.34,Co I,1.710,-1.488,45
MKV0770,5485.71,Nd II,1.260,-0.120,
MKV0770,5490.16,Ti I,1.460,-0.933,
MKV0770,5501.48,Fe I,0.960,-3.050,166
MKV0770,5506.79,Fe I,0.990,-2.790,176
MKV0770,5516.77,Mn I,2.180,-1.847,
MKV0770,5528.41,Mg I,4.350,-0.357,154
MKV0770,5534.85,Fe II,3.240,-2.920,68
MKV0770,6120.26,Fe I,0.910,-5.940,
MKV0770,6122.23,Ca I,1.890,-0.320,
MKV0770,6126.22,Ti I,1.070,-1.425,
MKV0770,6136.62,Fe I,2.450,-1.500,
MKV0770,6137.70,Fe I,2.590,-1.366,
MKV0770,6141.73,Ba II,0.700,-0.077,
MKV0770,6149.25,Fe II,3.890,-2.720,27
MKV0770,6151.62,Fe I,2.180,-3.370,44
MKV0770,6157.75,Fe I,4.070,-1.260,38
MKV0770,6160.75,Na I,2.100,-1.260,
MKV0770,6161.30,Ca I,2.520,-1.270,34
MKV0770,6165.36,Fe I,4.140,-1.470,
MKV0770,6166.44,Ca I,2.520,-1.140,
MKV0770,6169.04,Ca I,2.520,-0.800,73
MKV0770,6169.56,Ca I,2.520,-0.480,91
MKV0770,6173.34,Fe I,2.220,-2.850,70
MKV0770,6176.82,Ni I,4.090,-0.430,46
MKV0770,6177.25,Ni I,1.830,-3.500,
MKV0770,6187.99,Fe I,3.940,-1.580,
MKV0770,6191.57,Fe I,2.430,-1.416,
MKV0770,6213.43,Fe I,2.220,-2.660,103
MKV0770,6219.29,Fe I,2.200,-2.438,113
MKV0770,6229.23,Fe I,2.840,-2.900,
MKV0770,6230.74,Fe I,2.560,-1.276,149
MKV0770,6238.38,Fe II,3.890,-2.480,
MKV0770,6240.66,Fe I,2.220,-3.230,62
MKV0770,6243.82,Si I,5.610,-1.270,
MKV0770,6244.48,Si I,5.610,-1.270,
MKV0770,6247.56,Fe II,3.890,-2.360,54
MKV0770,6252.57,Fe I,2.400,-1.757,128
MKV0770,6258.10,Ti I,1.443,-0.355,
MKV0770,6290.97,Fe I,4.730,-0.760,
MKV0770,6297.80,Fe I,2.220,-2.740,
MKV0770,6301.50,Fe I,3.650,-0.720,
MKV0770,6302.49,Fe I,3.690,-1.150,
MKV0770,6309.90,Sc II,1.500,-1.520,
MKV0770,6311.51,Fe I,2.830,-3.220,
MKV0770,6320.43,La II,0.170,-1.562,
MKV0770,6330.09,Cr I,0.940,-2.920,
MKV0770,6355.04,Fe I,2.840,-2.290,86
MKV0770,6369.46,Fe II,2.890,-4.250,70
MKV0770,6380.75,Fe I,4.190,-1.500,
MKV0770,6390.46,La II,0.320,-1.400,
MKV0770,6392.54,Fe I,2.280,-3.950,
MKV0770,6393.61,Fe I,2.430,-1.630,134
MKV0770,6416.93,Fe II,3.890,-2.790,40
MKV0770,6419.96,Fe I,4.730,-0.240,
MKV0770,6421.36,Fe I,2.280,-2.014,109
MKV0770,6430.86,Fe I,2.180,-1.946,150
MKV0770,6432.68,Fe II,2.890,-3.710,
MKV0770,6439.08,Ca I,2.520,0.390,
MKV0770,6455.60,Ca I,2.520,-1.290,
MKV0770,6456.39,Fe II,3.900,-2.080,86
MKV0770,6496.91,Ba II,0.600,-0.380,
MKV0770,6498.94,Fe I,0.960,-4.690,85
MKV0770,6499.65,Ca I,2.520,-0.820,54
MKV0770,6516.08,Fe II,2.890,-3.450,59
MKV0770,6518.37,Fe I,2.830,-2.460,
MKV0770,6554.24,Ti I,1.440,-1.218,
MKV0770,6556.08,Ti I,1.460,-1.074,
MKV0770,6574.23,Fe I,0.990,-5.020,59
MKV0770,6581.22,Fe I,1.480,-4.680,42
MKV0770,6593.88,Fe I,2.430,-2.390,74
MKV0770,6608.03,Fe I,2.280,-3.940,35
MKV0770,6609.12,Fe I,2.560,-2.660,55
MKV0770,6645.13,Eu II,1.370,0.200,
MKV0780,5339.93,Fe I,3.270,-0.680,148
MKV0780,5364.86,Fe I,4.450,0.220,99
MKV0780,5367.48,Fe I,4.420,0.550,
MKV0780,5369.96,Fe I,4.370,0.540,128
MKV0780,5371.50,Fe I,0.960,-1.644,
MKV0780,5381.01,Ti II,1.570,-1.780,86
MKV0780,5383.37,Fe I,4.310,0.500,94
MKV0780,5389.48,Fe I,4.420,-0.400,58
MKV0780,5393.17,Fe I,3.240,-0.920,107
MKV0780,5397.14,Fe I,0.910,-1.992,
MKV0780,5400.51,Fe I,4.370,-0.150,75
MKV0780,5402.78,Y II,1.840,-0.510,
MKV0780,5405.79,Fe I,0.990,-1.852,
MKV0780,5407.42,Mn I,2.140,-1.743,
MKV0780,5409.80,Cr I,1.030,-0.720,110
MKV0780,5415.19,Fe I,4.390,0.510,106
MKV0780,5418.77,Ti II,1.580,-2.110,98
MKV0780,5420.36,Mn I,2.140,-1.460,
MKV0780,5424.07,Fe I,4.320,0.520,112
MKV0780,5425.25,Fe II,3.200,-3.360,38
MKV0780,5432.55,Mn I,0.000,-3.795,65
MKV0780,5476.92,Ni I,1.830,-0.890,156
MKV0780,5483.34,Co I,1.710,-1.488,
MKV0780,5485.71,Nd II,1.260,-0.120,
MKV0780,5490.16,Ti I,1.460,-0.933,
MKV0780,5501.48,Fe I,0.960,-3.050,166
MKV0780,5506.79,Fe I,0.990,-2.790,169
MKV0780,5516.77,Mn I,2.180,-1.847,
MKV0780,5528.41,Mg I,4.350,-0.357,128
MKV0780,5534.85,Fe II,3.240,-2.920,74
MKV0780,6120.26,Fe I,0.910,-5.940,
MKV0780,6122.23,Ca I,1.890,-0.320,138
MKV0780,6126.22,Ti I,1.070,-1.425,
MKV0780,6136.62,Fe I,2.450,-1.500,
MKV0780,6137.70,Fe I,2.590,-1.366,112
MKV0780,6141.73,Ba II,0.700,-0.077,161
MKV0780,6149.25,Fe II,3.890,-2.720,35
MKV0780,6151.62,Fe I,2.180,-3.370,60
MKV0780,6157.75,Fe I,4.070,-1.260,48
MKV0780,6160.75,Na I,2.100,-1.260,
MKV0780,6161.30,Ca I,2.520,-1.270,
MKV0780,6165.36,Fe I,4.140,-1.470,40
MKV0780,6166.44,Ca I,2.520,-1.140,
MKV0780,6169.04,Ca I,2.520,-0.800,
MKV0780,6169.56,Ca I,2.520,-0.480,73
MKV0780,6173.34,Fe I,2.220,-2.850,71
MKV0780,6176.82,Ni I,4.090,-0.430,
MKV0780,6177.25,Ni I,1.830,-3.500,
MKV0780,6187.99,Fe I,3.940,-1.580,
MKV0780,6191.57,Fe I,2.430,-1.416,131
MKV0780,6213.43,Fe I,2.220,-2.660,117
MKV0780,6219.29,Fe I,2.200,-2.438,113
MKV0780,6229.23,Fe I,2.840,-2.900,
MKV0780,6230.74,Fe I,2.560,-1.276,
MKV0780,6238.38,Fe II,3.890,-2.480,43
MKV0780,6240.66,Fe I,2.220,-3.230,
MKV0780,6243.82,Si I,5.610,-1.270,
MKV0780,6244.48,Si I,5.610,-1.270,
MKV0780,6247.56,Fe II,3.890,-2.360,
MKV0780,6252.57,Fe I,2.400,-1.757,116
MKV0780,6258.10,Ti I,1.443,-0.355,
MKV0780,6290.97,Fe I,4.730,-0.760,
MKV0780,6297.80,Fe I,2.220,-2.740,104
MKV0780,6301.50,Fe I,3.650,-0.720,111
MKV0780,6302.49,Fe I,3.690,-1.150,
MKV0780,6309.90,Sc II,1.500,-1.520,
MKV0780,6311.51,Fe I,2.830,-3.220,38
MKV0780,6320.43,La II,0.170,-1.562,
MKV0780,6330.09,Cr I,0.940,-2.920,
MKV0780,6355.04,Fe I,2.840,-2.290,61
MKV0780,6369.46,Fe II,2.890,-4.250,
MKV0780,6380.75,Fe I,4.190,-1.500,53
MKV0780,6390.46,La II,0.320,-1.400,
MKV0780,6392.54,Fe I,2.280,-3.950,
MKV0780,6393.61,Fe I,2.430,-1.630,127
MKV0780,6416.93,Fe II,3.890,-2.790,
MKV0780,6419.96,Fe I,4.730,-0.240,
MKV0780,6421.36,Fe I,2.280,-2.014,159
MKV0780,6430.86,Fe I,2.180,-1.946,141
MKV0780,6432.68,Fe II,2.890,-3.710,50
MKV0780,6439.08,Ca I,2.520,0.390,
MKV0780,6455.60,Ca I,2.520,-1.290,
MKV0780,6456.39,Fe II,3.900,-2.080,80
MKV0780,6496.91,Ba II,0.600,-0.380,
MKV0780,6498.94,Fe I,0.960,-4.690,55
MKV0780,6499.65,Ca I,2.520,-0.820,
MKV0780,6516.08,Fe II,2.890,-3.450,62
MKV0780,6518.37,Fe I,2.830,-2.460,50
MKV0780,6554.24,Ti I,1.440,-1.218,
MKV0780,6556.08,Ti I,1.460,-1.074,
MKV0780,6574.23,Fe I,0.990,-5.020,
MKV0780,6581.22,Fe I,1.480,-4.680,
MKV0780,6593.88,Fe I,2.430,-2.390,133
MKV0780,6608.03,Fe I,2.280,-3.940,
MKV0780,6609.12,Fe I,2.560,-2.660,44
MKV0780,6645.13,Eu II,1.370,0.200,
MKV0812,5339.93,Fe I,3.270,-0.680,100
MKV0812,5364.86,Fe I,4.450,0.220,
MKV0812,5367.48,Fe I,4.420,0.550,151
MKV0812,5369.96,Fe I,4.370,0.540,138
MKV0812,5371.50,Fe I,0.960,-1.644,
MKV0812,5381.01,Ti II,1.570,-1.780,187
MKV0812,5383.37,Fe I,4.310,0.500,186
MKV0812,5389.48,Fe I,4.420,-0.400,91
MKV0812,5393.17,Fe I,3.240,-0.920,
MKV0812,5397.14,Fe I,0.910,-1.992,
MKV0812,5400.51,Fe I,4.370,-0.150,121
MKV0812,5402.78,Y II,1.840,-0.510,
MKV0812,5405.79,Fe I,0.990,-1.852,
MKV0812,5407.42,Mn I,2.140,-1.743,
MKV0812,5409.80,Cr I,1.030,-0.720,152
MKV0812,5415.19,Fe I,4.390,0.510,150
MKV0812,5418.77,Ti II,1.580,-2.110,114
MKV0812,5420.36,Mn I,2.140,-1.460,
MKV0812,5424.07,Fe I,4.320,0.520,142
MKV0812,5425.25,Fe II,3.200,-3.360,
MKV0812,5432.55,Mn I,0.000,-3.795,
MKV0812,5476.92,Ni I,1.830,-0.890,
MKV0812,5483.34,Co I,1.710,-1.488,
MKV0812,5485.71,Nd II,1.260,-0.120,
MKV0812,5490.16,Ti I,1.460,-0.933,
MKV0812,5501.48,Fe I,0.960,-3.050,160
MKV0812,5506.79,Fe I,0.990,-2.790,195
MKV0812,5516.77,Mn I,2.180,-1.847,
MKV0812,5528.41,Mg I,4.350,-0.357,
MKV0812,5534.85,Fe II,3.240,-2.920,67
MKV0812,6120.26,Fe I,0.910,-5.940,
MKV0812,6122.23,Ca I,1.890,-0.320,161
MKV0812,6126.22,Ti I,1.070,-1.425,
MKV0812,6136.62,Fe I,2.450,-1.500,160
MKV0812,6137.70,Fe I,2.590,-1.366,146
MKV0812,6141.73,Ba II,0.700,-0.077,146
MKV0812,6149.25,Fe II,3.890,-2.720,
MKV0812,6151.62,Fe I,2.180,-3.370,
MKV0812,6157.75,Fe I,4.070,-1.260,
MKV0812,6160.75,Na I,2.100,-1.260,
MKV0812,6161.30,Ca I,2.520,-1.270,
MKV0812,6165.36,Fe I,4.140,-1.470,
MKV0812,6166.44,Ca I,2.520,-1.140,
MKV0812,6169.04,Ca I,2.520,-0.800,
MKV0812,6169.56,Ca I,2.520,-0.480,
MKV0812,6173.34,Fe I,2.220,-2.850,96
MKV0812,6176.82,Ni I,4.090,-0.430,
MKV0812,6177.25,Ni I,1.830,-3.500,
MKV0812,6187.99,Fe I,3.940,-1.580,
MKV0812,6191.57,Fe I,2.430,-1.416,
MKV0812,6213.43,Fe I,2.220,-2.660,112
MKV0812,6219.29,Fe I,2.200,-2.438,111
MKV0812,6229.23,Fe I,2.840,-2.900,
MKV0812,6230.74,Fe I,2.560,-1.276,186
MKV0812,6238.38,Fe II,3.890,-2.480,
MKV0812,6240.66,Fe I,2.220,-3.230,103
MKV0812,6243.82,Si I,5.610,-1.270,
MKV0812,6244.48,Si I,5.610,-1.270,
MKV0812,6247.56,Fe II,3.890,-2.360,
MKV0812,6252.57,Fe I,2.400,-1.757,163
MKV0812,6258.10,Ti I,1.443,-0.355,
MKV0812,6290.97,Fe I,4.730,-0.760,
MKV0812,6297.80,Fe I,2.220,-2.740,
MKV0812,6301.50,Fe I,3.650,-0.720,120
MKV0812,6302.49,Fe I,3.690,-1.150,
MKV0812,6309.90,Sc II,1.500,-1.520,
MKV0812,6311.51,Fe I,2.830,-3.220,
MKV0812,6320.43,La II,0.170,-1.562,
MKV0812,6330.09,Cr I,0.940,-2.920,
MKV0812,6355.04,Fe I,2.840,-2.290,73
MKV0812,6369.46,Fe II,2.890,-4.250,
MKV0812,6380.75,Fe I,4.190,-1.500,
MKV0812,6390.46,La II,0.320,-1.400,
MKV0812,6392.54,Fe I,2.280,-3.950,
MKV0812,6393.61,Fe I,2.430,-1.630,193
MKV0812,6416.93,Fe II,3.890,-2.790,
MKV0812,6419.96,Fe I,4.730,-0.240,
MKV0812,6421.36,Fe I,2.280,-2.014,
MKV0812,6430.86,Fe I,2.180,-1.946,
MKV0812,6432.68,Fe II,2.890,-3.710,
MKV0812,6439.08,Ca I,2.520,0.390,
MKV0812,6455.60,Ca I,2.520,-1.290,
MKV0812,6456.39,Fe II,3.900,-2.080,122
MKV0812,6496.91,Ba II,0.600,-0.380,
MKV0812,6498.94,Fe I,0.960,-4.690,67
MKV0812,6499.65,Ca I,2.520,-0.820,
MKV0812,6516.08,Fe II,2.890,-3.450,
MKV0812,6518.37,Fe I,2.830,-2.460,
MKV0812,6554.24,Ti I,1.440,-1.218,
MKV0812,6556.08,Ti I,1.460,-1.074,
MKV0812,6574.23,Fe I,0.990,-5.020,
MKV0812,6581.22,Fe I,1.480,-4.680,
MKV0812,6593.88,Fe I,2.430,-2.390,
MKV0812,6608.03,Fe I,2.280,-3.940,
MKV0812,6609.12,Fe I,2.560,-2.660,74
MKV0812,6645.13,Eu II,1.370,0.200,
MKV0825,5339.93,Fe I,3.270,-0.680,151
MKV0825,5364.86,Fe I,4.450,0.220,
MKV0825,5367.48,Fe I,4.420,0.550,126
MKV0825,5369.96,Fe I,4.370,0.540,
MKV0825,5371.50,Fe I,0.960,-1.644,
MKV0825,5381.01,Ti II,1.570,-1.780,124
MKV0825,5383.37,Fe I,4.310,0.500,135
MKV0825,5389.48,Fe I,4.420,-0.400,97
MKV0825,5393.17,Fe I,3.240,-0.920,158
MKV0825,5397.14,Fe I,0.910,-1.992,
MKV0825,5400.51,Fe I,4.370,-0.150,117
MKV0825,5402.78,Y II,1.840,-0.510,
MKV0825,5405.79,Fe I,0.990,-1.852,
MKV0825,5407.42,Mn I,2.140,-1.743,62
MKV0825,5409.80,Cr I,1.030,-0.720,181
MKV0825,5415.19,Fe I,4.390,0.510,139
MKV0825,5418.77,Ti II,1.580,-2.110,93
MKV0825,5420.36,Mn I,2.140,-1.460,
MKV0825,5424.07,Fe I,4.320,0.520,168
MKV0825,5425.25,Fe II,3.200,-3.360,39
MKV0825,5432.55,Mn I,0.000,-3.795,123
MKV0825,5476.92,Ni I,1.830,-0.890,
MKV0825,5483.34,Co I,1.710,-1.488,104
MKV0825,5485.71,Nd II,1.260,-0.120,
MKV0825,5490.16,Ti I,1.460,-0.933,38
MKV0825,5501.48,Fe I,0.960,-3.050,
MKV0825,5506.79,Fe I,0.990,-2.790,
MKV0825,5516.77,Mn I,2.180,-1.847,
MKV0825,5528.41,Mg I,4.350,-0.357,172
MKV0825,5534.85,Fe II,3.240,-2.920,80
MKV0825,6120.26,Fe I,0.910,-5.940,20
MKV0825,6122.23,Ca I,1.890,-0.320,157
MKV0825,6126.22,Ti I,1.070,-1.425,59
MKV0825,6136.62,Fe I,2.450,-1.500,
MKV0825,6137.70,Fe I,2.590,-1.366,168
MKV0825,6141.73,Ba II,0.700,-0.077,170
MKV0825,6149.25,Fe II,3.890,-2.720,38
MKV0825,6151.62,Fe I,2.180,-3.370,77
MKV0825,6157.75,Fe I,4.070,-1.260,64
MKV0825,6160.75,Na I,2.100,-1.260,
MKV0825,6161.30,Ca I,2.520,-1.270,
MKV0825,6165.36,Fe I,4.140,-1.470,44
MKV0825,6166.44,Ca I,2.520,-1.140,64
MKV0825,6169.04,Ca I,2.520,-0.800,93
MKV0825,6169.56,Ca I,2.520,-0.480,115
MKV0825,6173.34,Fe I,2.220,-2.850,108
MKV0825,6176.82,Ni I,4.090,-0.430,40
MKV0825,6177.25,Ni I,1.830,-3.500,
MKV0825,6187.99,Fe I,3.940,-1.580,51
MKV0825,6191.57,Fe I,2.430,-1.416,167
MKV0825,6213.43,Fe I,2.220,-2.660,123
MKV0825,6219.29,Fe I,2.200,-2.438,139
MKV0825,6229.23,Fe I,2.840,-2.900,
MKV0825,6230.74,Fe I,2.560,-1.276,
MKV0825,6238.38,Fe II,3.890,-2.480,49
MKV0825,6240.66,Fe I,2.220,-3.230,87
MKV0825,6243.82,Si I,5.610,-1.270,
MKV0825,6244.48,Si I,5.610,-1.270,
MKV0825,6247.56,Fe II,3.890,-2.360,54
MKV0825,6252.57,Fe I,2.400,-1.757,142
MKV0825,6258.10,Ti I,1.443,-0.355,100
MKV0825,6290.97,Fe I,4.730,-0.760,
MKV0825,6297.80,Fe I,2.220,-2.740,
MKV0825,6301.50,Fe I,3.650,-0.720,157
MKV0825,6302.49,Fe I,3.690,-1.150,81
MKV0825,6309.90,Sc II,1.500,-1.520,
MKV0825,6311.51,Fe I,2.830,-3.220,26
MKV0825,6320.43,La II,0.170,-1.562,52
MKV0825,6330.09,Cr I,0.940,-2.920,
MKV0825,6355.04,Fe I,2.840,-2.290,98
MKV0825,6369.46,Fe II,2.890,-4.250,
MKV0825,6380.75,Fe I,4.190,-1.500,49
MKV0825,6390.46,La II,0.320,-1.400,
MKV0825,6392.54,Fe I,2.280,-3.950,
MKV0825,6393.61,Fe I,2.430,-1.630,181
MKV0825,6416.93,Fe II,3.890,-2.790,
MKV0825,6419.96,Fe I,4.730,-0.240,72
MKV0825,6421.36,Fe I,2.280,-2.014,147
MKV0825,6430.86,Fe I,2.180,-1.946,175
MKV0825,6432.68,Fe II,2.890,-3.710,61
MKV0825,6439.08,Ca I,2.520,0.390,
MKV0825,6455.60,Ca I,2.520,-1.290,
MKV0825,6456.39,Fe II,3.900,-2.080,54
MKV0825,6496.91,Ba II,0.600,-0.380,
MKV0825,6498.94,Fe I,0.960,-4.690,
MKV0825,6499.65,Ca I,2.520,-0.820,
MKV0825,6516.08,Fe II,2.890,-3.450,52
MKV0825,6518.37,Fe I,2.830,-2.460,50
MKV0825,6554.24,Ti I,1.440,-1.218,32
MKV0825,6556.08,Ti I,1.460,-1.074,
MKV0825,6574.23,Fe I,0.990,-5.020,108
MKV0825,6581.22,Fe I,1.480,-4.680,53
MKV0825,6593.88,Fe I,2.430,-2.390,110
MKV0825,6608.03,Fe I,2.280,-3.940,32
MKV0825,6609.12,Fe I,2.560,-2.660,106
MKV0825,6645.13,Eu II,1.370,0.200,
MKV0840,5339.93,Fe I,3.270,-0.680,
MKV0840,5364.86,Fe I,4.450,0.220,
MKV0840,5367.48,Fe I,4.420,0.550,133
MKV0840,5369.96,Fe I,4.370,0.540,107
MKV0840,5371.50,Fe I,0.960,-1.644,
MKV0840,5381.01,Ti II,1.570,-1.780,118
MKV0840,5383.37,Fe I,4.310,0.500,
MKV0840,5389.48,Fe I,4.420,-0.400,71
MKV0840,5393.17,Fe I,3.240,-0.920,151
MKV0840,5397.14,Fe I,0.910,-1.992,
MKV0840,5400.51,Fe I,4.370,-0.150,
MKV0840,5402.78,Y II,1.840,-0.510,
MKV0840,5405.79,Fe I,0.990,-1.852,
MKV0840,5407.42,Mn I,2.140,-1.743,
MKV0840,5409.80,Cr I,1.030,-0.720,170
MKV0840,5415.19,Fe I,4.390,0.510,110
MKV0840,5418.77,Ti II,1.580,-2.110,114
MKV0840,5420.36,Mn I,2.140,-1.460,53
MKV0840,5424.07,Fe I,4.320,0.520,131
MKV0840,5425.25,Fe II,3.200,-3.360,63
MKV0840,5432.55,Mn I,0.000,-3.795,89
MKV0840,5476.92,Ni I,1.830,-0.890,190
MKV0840,5483.34,Co I,1.710,-1.488,
MKV0840,5485.71,Nd II,1.260,-0.120,
MKV0840,5490.16,Ti I,1.460,-0.933,
MKV0840,5501.48,Fe I,0.960,-3.050,196
MKV0840,5506.79,Fe I,0.990,-2.790,186
MKV0840,5516.77,Mn I,2.180,-1.847,
MKV0840,5528.41,Mg I,4.350,-0.357,184
MKV0840,5534.85,Fe II,3.240,-2.920,77
MKV0840,6120.26,Fe I,0.910,-5.940,
MKV0840,6122.23,Ca I,1.890,-0.320,171
MKV0840,6126.22,Ti I,1.070,-1.425,
MKV0840,6136.62,Fe I,2.450,-1.500,
MKV0840,6137.70,Fe I,2.590,-1.366,171
MKV0840,6141.73,Ba II,0.700,-0.077,162
MKV0840,6149.25,Fe II,3.890,-2.720,37
MKV0840,6151.62,Fe I,2.180,-3.370,
MKV0840,6157.75,Fe I,4.070,-1.260,56
MKV0840,6160.75,Na I,2.100,-1.260,
MKV0840,6161.30,Ca I,2.520,-1.270,71
MKV0840,6165.36,Fe I,4.140,-1.470,
MKV0840,6166.44,Ca I,2.520,-1.140,82
MKV0840,6169.04,Ca I,2.520,-0.800,
MKV0840,6169.56,Ca I,2.520,-0.480,116
MKV0840,6173.34,Fe I,2.220,-2.850,94
MKV0840,6176.82,Ni I,4.090,-0.430,
MKV0840,6177.25,Ni I,1.830,-3.500,
MKV0840,6187.99,Fe I,3.940,-1.580,
MKV0840,6191.57,Fe I,2.430,-1.416,164
MKV0840,6213.43,Fe I,2.220,-2.660,118
MKV0840,6219.29,Fe I,2.200,-2.438,139
MKV0840,6229.23,Fe I,2.840,-2.900,65
MKV0840,6230.74,Fe I,2.560,-1.276,178
MKV0840,6238.38,Fe II,3.890,-2.480,55
MKV0840,6240.66,Fe I,2.220,-3.230,91
MKV0840,6243.82,Si I,5.610,-1.270,
MKV0840,6244.48,Si I,5.610,-1.270,
MKV0840,6247.56,Fe II,3.890,-2.360,63
MKV0840,6252.57,Fe I,2.400,-1.757,161
MKV0840,6258.10,Ti I,1.443,-0.355,55
MKV0840,6290.97,Fe I,4.730,-0.760,
MKV0840,6297.80,Fe I,2.220,-2.740,
MKV0840,6301.50,Fe I,3.650,-0.720,
MKV0840,6302.49,Fe I,3.690,-1.150,99
MKV0840,6309.90,Sc II,1.500,-1.520,41
MKV0840,6311.51,Fe I,2.830,-3.220,
MKV0840,6320.43,La II,0.170,-1.562,45
MKV0840,6330.09,Cr I,0.940,-2.920,
MKV0840,6355.04,Fe I,2.840,-2.290,102
MKV0840,6369.46,Fe II,2.890,-4.250,
MKV0840,6380.75,Fe I,4.190,-1.500,55
MKV0840,6390.46,La II,0.320,-1.400,
MKV0840,6392.54,Fe I,2.280,-3.950,58
MKV0840,6393.61,Fe I,2.430,-1.630,
MKV0840,6416.93,Fe II,3.890,-2.790,
MKV0840,6419.96,Fe I,4.730,-0.240,
MKV0840,6421.36,Fe I,2.280,-2.014,125
MKV0840,6430.86,Fe I,2.180,-1.946,189
MKV0840,6432.68,Fe II,2.890,-3.710,
MKV0840,6439.08,Ca I,2.520,0.390,
MKV0840,6455.60,Ca I,2.520,-1.290,67
MKV0840,6456.39,Fe II,3.900,-2.080,110
MKV0840,6496.91,Ba II,0.600,-0.380,161
MKV0840,6498.94,Fe I,0.960,-4.690,110
MKV0840,6499.65,Ca I,2.520,-0.820,72
MKV0840,6516.08,Fe II,2.890,-3.450,56
MKV0840,6518.37,Fe I,2.830,-2.460,56
MKV0840,6554.24,Ti I,1.440,-1.218,
MKV0840,6556.08,Ti I,1.460,-1.074,
MKV0840,6574.23,Fe I,0.990,-5.020,90
MKV0840,6581.22,Fe I,1.480,-4.680,
MKV0840,6593.88,Fe I,2.430,-2.390,113
MKV0840,6608.03,Fe I,2.280,-3.940,49
MKV0840,6609.12,Fe I,2.560,-2.660,89
MKV0840,6645.13,Eu II,1.370,0.200,
MKV0842,5339.93,Fe I,3.270,-0.680,130
MKV0842,5364.86,Fe I,4.450,0.220,105
MKV0842,5367.48,Fe I,4.420,0.550,131
MKV0842,5369.96,Fe I,4.370,0.540,154
MKV0842,5371.50,Fe I,0.960,-1.644,
MKV0842,5381.01,Ti II,1.570,-1.780,105
MKV0842,5383.37,Fe I,4.310,0.500,133
MKV0842,5389.48,Fe I,4.420,-0.400,
MKV0842,5393.17,Fe I,3.240,-0.920,156
MKV0842,5397.14,Fe I,0.910,-1.992,
MKV0842,5400.51,Fe I,4.370,-0.150,86
MKV0842,5402.78,Y II,1.840,-0.510,
MKV0842,5405.79,Fe I,0.990,-1.852,
