StarID,Species,lambda,References,EW,logepsX
1708,Ti I,609.2792,-1.379,MFW,3.81,4.28
1708,Ti I,612.6215,-1.425,MFW,0.0,0.0
1708,Ti I,631.2236,-1.552,MFW,6.76,4.27
1708,Ti I,633.6098,-1.743,MFW,6.98,4.47
1708,Ti I,655.6061,-1.074,MFW,10.88,4.35
1708,Ti I,659.9105,-2.085,MFW,9.88,4.38
1708,Ti I,686.1447,-0.740,MFW,5.03,4.31
1708,Ti I,718.8565,-1.760,MFW,5.73,4.22
1708,Ti I,744.0578,-0.700,MFW,4.88,4.19
1708,Ti I,802.4843,-1.140,MFW,7.61,4.42
1708,Ti I,835.3161,-2.677,MFW,7.99,4.42
1708,Ti I,867.5372,-1.669,MFW,14.29,4.49
1708,Ti I,868.2980,-1.941,MFW,11.89,4.46
1708,Ti I,869.2331,-2.295,MFW,10.25,4.61
1708,Ti I,873.4712,-2.384,MFW,8.18,4.47
1708,V I,573.7059,-0.740,MFW,0.0,0.0
1708,V I,613.5361,-0.746,MFW,9.12,3.23
1708,V I,653.1414,-0.840,MFW,6.62,3.17
1708,Cr I,633.0090,-2.920,MFW,0.0,0.0
1708,Cr I,663.0010,-3.560,MFW,7.40,4.95
1708,Cr I,735.5960,-0.285,MFW,13.02,5.12
1708,Mn I,511.7900,-1.140,MFW,0.0,0.0
1708,Fe I,466.1535,-1.270,FMW,0.0,0.0
1708,Fe I,479.4354,-4.050,FMW,0.0,0.0
1708,Fe I,484.9668,-2.680,FMW,0.0,0.0
1708,Fe I,489.2859,-1.290,FMW,0.0,0.0
1708,Fe I,489.6439,-2.050,FMW,0.0,0.0
1708,Fe I,491.8013,-1.360,FMW,0.0,0.0
1708,Fe I,510.9652,-0.980,FMW,0.0,0.0
1708,Fe I,552.5544,-1.330,FMW,0.0,0.0
1708,Fe I,585.6087,-1.640,FMW,0.0,0.0
1708,Fe I,585.8779,-2.260,FMW,0.0,0.0
1708,Fe I,586.1109,-2.450,FMW,0.0,0.0
1708,Fe I,587.7794,-2.230,FMW,0.0,0.0
1708,Fe I,588.3817,-1.360,FMW,0.0,0.0
1708,Fe I,595.2717,-1.440,FMW,9.59,6.98
1708,Fe I,601.2210,-4.200,FMW,7.83,6.99
1708,Fe I,601.5245,-4.680,FMW,3.44,6.76
1708,Fe I,601.9366,-3.360,FMW,1.93,6.92
1708,Fe I,602.4058,-0.120,FMW,11.97,6.86
1708,Fe I,602.7051,-1.210,FMW,9.66,6.87
1708,Fe I,605.6005,-0.460,FMW,9.24,6.92
1708,Fe I,607.9008,-1.120,FMW,7.02,7.06
1708,Fe I,609.6663,-1.930,FMW,6.79,6.94
1708,Fe I,610.5128,-2.050,FMW,2.38,6.99
1708,Fe I,612.0246,-5.950,FMW,6.37,6.67
1708,Fe I,615.1616,-3.299,FMW,0.0,0.0
1708,Fe I,615.9375,-1.970,FMW,2.93,7.11
1708,Fe I,616.5360,-1.550,FMW,7.26,6.85
1708,Fe I,618.7989,-1.720,FMW,7.72,6.83
1708,Fe I,622.6734,-2.220,FMW,6.31,7.00
1708,Fe I,649.6465,-0.570,FMW,7.49,6.76
1708,Fe I,651.8366,-2.750,FMW,10.42,6.77
1708,Fe I,659.7559,-1.070,FMW,5.99,7.00
1708,Fe I,670.3565,-3.160,FMW,0.0,0.0
1708,Fe I,672.5356,-2.300,FMW,0.0,0.0
1708,Fe I,673.9521,-4.950,FMW,0.0,0.0
1708,Fe I,674.6954,-4.350,FMW,3.52,6.92
1708,Fe I,679.3258,-2.470,FMW,2.77,6.86
1708,Fe I,684.2685,-1.320,FMW,6.12,7.05
1708,Fe I,684.3655,-0.930,FMW,8.40,6.93
1708,Fe I,685.7250,-2.150,FMW,4.10,6.79
1708,Fe I,686.2492,-1.570,FMW,4.90,6.98
1708,Fe I,691.6680,-1.450,FMW,8.96,7.00
1708,Fe I,697.6922,-1.850,FMW,2.72,6.89
1708,Fe I,698.8524,-3.660,FMW,10.40,7.02
1708,Fe I,702.2952,-1.250,FMW,8.96,6.84
1708,Fe I,706.9531,-4.340,FMW,0.0,0.0
1708,Fe I,721.9682,-1.690,FMW,8.74,7.08
1708,Fe I,747.6375,-1.680,FMW,3.73,7.17
1708,Fe I,749.8530,-2.250,FMW,4.23,6.97
1708,Fe I,758.3787,-1.990,FMW,15.71,7.00
1708,Fe I,794.1087,-2.580,FMW,9.24,6.87
1708,Fe I,883.8427,-1.980,FMW,18.18,6.97
1708,Fe II,483.3197,-4.780,FMW,0.0,0.0
1708,Fe II,499.3358,-3.650,FMW,0.0,0.0
1708,Fe II,510.0664,-4.370,FMW,0.0,0.0
1708,Fe II,513.2669,-4.180,FMW,0.0,0.0
1708,Fe II,525.6937,-4.250,K88,0.0,0.0
1708,Fe II,526.4812,-3.190,FMW,0.0,0.0
1708,Fe II,599.1376,-3.557,K88,3.91,6.85
1708,Fe II,608.4111,-3.808,K88,0.0,0.0
1708,Fe II,614.9258,-2.724,K88,4.17,7.00
1708,Fe II,624.7557,-2.329,K88,5.80,6.98
1708,Fe II,636.9462,-4.253,K88,2.84,6.97
1708,Fe II,643.2680,-3.500,H92,0.0,0.0
1708,Fe II,645.6383,-2.075,K88,0.0,0.0
1708,Fe II,651.6080,-3.380,H92,6.81,7.02
1708,Co I,533.1700,-6.473,K88,0.0,0.0
1708,Co I,553.0700,-2.060,FMW,0.0,0.0
1708,Co I,609.3400,-4.568,K88,0.02,4.01
1708,Ni I,493.5830,-0.350,FMW,7.33,5.40
1708,Ni I,585.7746,-0.636,K88,0.0,0.0
1708,Ni I,600.7306,-3.330,FMW,9.12,5.54
1708,Ni I,608.6276,-0.530,FMW,4.83,5.48
1708,Ni I,611.1065,-0.870,FMW,3.47,5.33
1708,Ni I,612.8963,-3.330,FMW,0.0,0.0
1708,Ni I,613.0130,-0.960,FMW,0.0,0.0
1708,Ni I,617.5360,-0.530,FMW,5.93,5.44
1708,Ni I,617.6807,-0.260,LW,0.0,0.0
1708,Ni I,617.7236,-3.500,FMW,0.0,0.0
1708,Ni I,618.6708,-0.960,FMW,3.30,5.41
1708,Ni I,620.4600,-1.100,LW,2.83,5.43
1708,Ni I,632.7592,-3.150,FMW,11.26,5.69
1708,Ni I,648.2796,-2.630,FMW,10.99,5.46
1708,Ni I,658.6307,-2.810,FMW,11.33,5.72
1708,Ni I,659.8592,-0.980,FMW,2.88,5.50
1708,Ni I,677.2313,-0.980,FMW,7.59,5.57
1708,Ni I,700.1534,-3.660,FMW,5.49,5.55
1708,Ni I,706.2951,-3.500,FMW,6.18,5.52
1708,Ni I,778.8936,-2.420,FMW,14.92,5.71
1708,Cu I,510.5500,-1.516,BIEL,0.0,0.0
1708,Zn I,481.0528,-0.170,BG,0.0,0.0
1708,YI I,488.3683,0.070,HL,0.0,0.0
1708,YI I,498.2130,-1.290,HL,0.0,0.0
1708,YI I,508.7417,-0.170,HL,0.0,0.0
1708,YI I,511.9113,-1.360,HL,0.0,0.0
1708,YI I,679.5413,-1.190,CC,1.67,1.47
1708,Ba I,649.6897,-0.377,NBS,21.01,1.90
1708,La II,480.4039,-1.500,LA,0.0,0.0
1708,La II,511.4558,-1.030,LA,0.0,0.0
1708,La II,632.0377,-1.610,ABH,6.21,0.98
1708,La II,639.0477,-1.410,LA,4.95,0.78
1708,Ce II,518.7457,0.130,H,0.0,0.0
1708,Ce II,533.0556,-0.360,H,0.0,0.0
1708,Nd II,491.4382,-0.700,HA,0.0,0.0
1708,Nd II,496.1387,-0.710,MC',0.0,0.0
1708,Nd II,498.9950,-0.500,MC',0.0,0.0
1708,Nd II,499.8540,-1.100,MC',0.0,0.0
1708,Nd II,508.9832,-1.160,MC',0.0,0.0
1708,Nd II,543.1515,-0.470,HA,0.0,0.0
1708,Nd II,548.5097,-1.640,HA,0.0,0.0
