Found,Query_ID,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,OTYPE,SP_TYPE,RA_2,DEC_2,PMRA,PMDEC,PLX_VALUE,RV_VALUE,FLUX_B_1,FLUX_V_1,FLUX_R_1,FLUX_I_1,FLUX_J_1,FLUX_H_1,FLUX_K_1,OTYPE_2,SP_TYPE_2,RA_3,DEC_3,PMRA_2,PMDEC_2,PLX_VALUE_2,RV_VALUE_2,FLUX_U_1,FLUX_B_2,FLUX_V_2,FLUX_R_2,FLUX_I_2,FLUX_J_2,FLUX_H_2,FLUX_K_2,OTYPE_3,SP_TYPE_3,RA_4,DEC_4,PMRA_3,PMDEC_3,PLX_VALUE_3,RV_VALUE_3,SCRIPT_NUMBER_ID
True,2MASS J06421749-5056260,[WMO2009] Car-0165,06 42 17.4506,-50 56 26.090,14,14,0.1124,0.1006,90,A,O,2020yCat.1350....0G,,19.706,18.666,,17.463,16.614,15.835,,RGB*,,06 42 17.4506,-50 56 26.090,0.352,-0.01,,227.5,19.706,18.666,,17.463,16.614,15.835,,RGB*,,06 42 17.4506,-50 56 26.090,0.352,-0.01,,227.5,,19.706,18.666,,17.463,16.614,15.835,,RGB*,,06 42 17.4506,-50 56 26.090,0.352,-0.01,,227.5,1
True,2MASS J06423035-5056331,[WMO2009] Car-0078,06 42 30.3727,-50 56 33.109,14,14,0.1259,0.1091,90,A,O,2020yCat.1350....0G,,19.811,18.776,,17.555,16.713,15.946,,RGB*,,06 42 30.3727,-50 56 33.109,0.596,0.236,,230.7,19.811,18.776,,17.555,16.713,15.946,,RGB*,,06 42 30.3727,-50 56 33.109,0.596,0.236,,230.7,,19.811,18.776,,17.555,16.713,15.946,,RGB*,,06 42 30.3727,-50 56 33.109,0.596,0.236,,230.7,1
True,2MASS J06423789-5053377,[WMO2009] Car-0074,06 42 37.9771,-50 53 37.832,14,14,0.0992,0.1035,90,A,O,2020yCat.1350....0G,,19.754,18.753,,17.551,16.663,16.206,15.485,RGB*,,06 42 37.9771,-50 53 37.832,0.519,-0.012,0.0199,227.7,19.754,18.753,,17.551,16.663,16.206,15.485,RGB*,,06 42 37.9771,-50 53 37.832,0.519,-0.012,0.0199,227.7,,19.754,18.753,,17.551,16.663,16.206,15.485,RGB*,,06 42 37.9771,-50 53 37.832,0.519,-0.012,0.0199,227.7,1
True,2MASS J06423853-5056001,[WMO2009] Car-0076,06 42 38.5206,-50 56 00.692,14,14,0.0967,0.089,90,A,O,2020yCat.1350....0G,,19.64,18.477,,17.322,16.734,16.162,15.578,RGB*,,06 42 38.5206,-50 56 00.692,0.654,0.23,,219.1,19.64,18.477,,17.322,16.734,16.162,15.578,RGB*,,06 42 38.5206,-50 56 00.692,0.654,0.23,,219.1,,19.64,18.477,,17.322,16.734,16.162,15.578,RGB*,,06 42 38.5206,-50 56 00.692,0.654,0.23,,219.1,1
True,2MASS J08495341+6308216,[FSG2010] UMaII-S1,08 49 53.4624,+63 08 21.677,14,14,0.0546,0.0676,90,A,O,2020yCat.1350....0G,,,,,,16.335,15.484,15.521,RGB*,,08 49 53.4624,+63 08 21.677,1.735,-1.839,0.1105,-124.5,,,,,16.335,15.484,15.521,RGB*,,08 49 53.4624,+63 08 21.677,1.735,-1.839,0.1105,-124.5,,,,,,16.335,15.484,15.521,RGB*,,08 49 53.4624,+63 08 21.677,1.735,-1.839,0.1105,-124.5,1
True,2MASS J08523350+6305009,[FSG2010] UMaII-S2,08 52 33.5093,+63 05 01.103,14,14,0.0429,0.062,90,A,O,2020yCat.1350....0G,,,,,,15.758,15.364,15.145,RGB*,F5,08 52 33.5093,+63 05 01.103,1.683,-1.884,,-111.0,,,,,15.758,15.364,15.145,RGB*,F5,08 52 33.5093,+63 05 01.103,1.683,-1.884,,-111.0,,,,,,15.758,15.364,15.145,RGB*,F5,08 52 33.5093,+63 05 01.103,1.683,-1.884,,-111.0,1
True,2MASS J08525902+6305544,[FSG2010] UMaII-S3,08 52 59.0384,+63 05 54.601,14,14,0.0257,0.0371,90,A,O,2020yCat.1350....0G,,,,,,14.653,14.228,14.037,RGB*,F2,08 52 59.0384,+63 05 54.601,1.676,-1.893,,-88.5,,,,,14.653,14.228,14.037,RGB*,F2,08 52 59.0384,+63 05 54.601,1.676,-1.893,,-88.5,,,,,,14.653,14.228,14.037,RGB*,F2,08 52 59.0384,+63 05 54.601,1.676,-1.893,,-88.5,1
True,2MASS J10082205+1220204,[MOV98]  5,10 08 22.0511,+12 20 20.815,14,14,0.2228,0.1937,90,A,O,2020yCat.1350....0G,,20.53,19.078,,17.685,16.592,16.12,15.68,RGB*,,10 08 22.0511,+12 20 20.815,-0.439,-0.075,,308.3,20.53,19.078,,17.685,16.592,16.12,15.68,RGB*,,10 08 22.0511,+12 20 20.815,-0.439,-0.075,,308.3,,20.53,19.078,,17.685,16.592,16.12,15.68,RGB*,,10 08 22.0511,+12 20 20.815,-0.439,-0.075,,308.3,1
True,2MASS J10132736-0134051,2MASS J10132736-0134051,10 13 27.3738,-01 34 04.955,14,14,0.1147,0.1186,90,A,O,2020yCat.1350....0G,,19.13,17.94,,16.86,15.865,15.188,15.089,RGB*,,10 13 27.3738,-01 34 04.955,-0.454,0.052,0.0164,235.0251,19.13,17.94,,16.86,15.865,15.188,15.089,RGB*,,10 13 27.3738,-01 34 04.955,-0.454,0.052,0.0164,235.0251,,19.13,17.94,,16.86,15.865,15.188,15.089,RGB*,,10 13 27.3738,-01 34 04.955,-0.454,0.052,0.0164,235.0251,1
True,2MASS J18531290-3032037,2MASS J18531290-3032037,18 53 12.9083,-30 32 03.761,14,14,0.0455,0.0426,90,A,O,2020yCat.1350....0G,,,,,,13.928,13.125,12.944,ChemPec*,K,18 53 12.9083,-30 32 03.761,-2.489,-1.4,0.0678,143.6,,,,,13.928,13.125,12.944,ChemPec*,K,18 53 12.9083,-30 32 03.761,-2.489,-1.4,0.0678,143.6,,,,,,13.928,13.125,12.944,ChemPec*,K,18 53 12.9083,-30 32 03.761,-2.489,-1.4,0.0678,143.6,1
True,2MASS J18531978-3037403,2MASS J18531978-3037403,18 53 19.7865,-30 37 40.348,14,14,0.0377,0.0376,90,A,O,2020yCat.1350....0G,,,,,,13.749,12.915,12.75,Star,K,18 53 19.7865,-30 37 40.348,-2.643,-1.347,0.0046,158.58,,,,,13.749,12.915,12.75,Star,K,18 53 19.7865,-30 37 40.348,-2.643,-1.347,0.0046,158.58,,,,,,13.749,12.915,12.75,Star,K,18 53 19.7865,-30 37 40.348,-2.643,-1.347,0.0046,158.58,1
True,2MASS J18532235-3023473,2MASS J18532235-3023473,18 53 22.3594,-30 23 47.421,14,14,0.0402,0.0373,90,A,O,2020yCat.1350....0G,,,,,,13.72,12.895,12.73,ChemPec*,K,18 53 22.3594,-30 23 47.421,-2.765,-1.459,,156.43,,,,,13.72,12.895,12.73,ChemPec*,K,18 53 22.3594,-30 23 47.421,-2.765,-1.459,,156.43,,,,,,13.72,12.895,12.73,ChemPec*,K,18 53 22.3594,-30 23 47.421,-2.765,-1.459,,156.43,1
True,2MASS J18533874-3029290,[MBC98a] Sgr1  709,18 53 38.7508,-30 29 28.775,14,14,0.1153,0.1041,90,A,O,2020yCat.1350....0G,,,18.09,,,16.317,15.771,15.379,Star,,18 53 38.7508,-30 29 28.775,-2.756,-1.289,,,,18.09,,,16.317,15.771,15.379,Star,,18 53 38.7508,-30 29 28.775,-2.756,-1.289,,,,,18.09,,,16.317,15.771,15.379,Star,,18 53 38.7508,-30 29 28.775,-2.756,-1.289,,,1
True,2MASS J18534523-3030558,2MASS J18534523-3030558,18 53 45.2321,-30 30 55.934,14,14,0.0401,0.0382,90,A,O,2020yCat.1350....0G,,,,,,13.74,12.95,12.78,ChemPec*,K,18 53 45.2321,-30 30 55.934,-2.689,-1.194,0.1232,143.84,,,,,13.74,12.95,12.78,ChemPec*,K,18 53 45.2321,-30 30 55.934,-2.689,-1.194,0.1232,143.84,,,,,,13.74,12.95,12.78,ChemPec*,K,18 53 45.2321,-30 30 55.934,-2.689,-1.194,0.1232,143.84,1
True,2MASS J18534573-3025574,[MBC98a] Sgr1  656,18 53 45.7395,-30 25 57.496,14,14,0.1062,0.0971,90,A,O,2020yCat.1350....0G,,,18.04,,,16.19,15.933,15.589,Star,,18 53 45.7395,-30 25 57.496,-2.711,-1.212,0.0502,,,18.04,,,16.19,15.933,15.589,Star,,18 53 45.7395,-30 25 57.496,-2.711,-1.212,0.0502,,,,18.04,,,16.19,15.933,15.589,Star,,18 53 45.7395,-30 25 57.496,-2.711,-1.212,0.0502,,1
True,2MASS J18534878-3029391,2MASS J18534878-3029391,18 53 48.7836,-30 29 39.165,14,14,0.0175,0.0182,90,A,O,2020yCat.1350....0G,,,,,,12.06,11.43,11.321,RGB*,,18 53 48.7836,-30 29 39.165,2.184,-1.846,0.2188,-66.3395,,,,,12.06,11.43,11.321,RGB*,,18 53 48.7836,-30 29 39.165,2.184,-1.846,0.2188,-66.3395,,,,,,12.06,11.43,11.321,RGB*,,18 53 48.7836,-30 29 39.165,2.184,-1.846,0.2188,-66.3395,1
True,2MASS J18535108-3026483,[MBC98a] Sgr1  635,18 53 51.0805,-30 26 48.531,14,14,0.1092,0.0977,90,A,O,2020yCat.1350....0G,,,18.01,,,16.018,15.618,15.414,Star,,18 53 51.0805,-30 26 48.531,-2.961,-1.688,0.0663,,,18.01,,,16.018,15.618,15.414,Star,,18 53 51.0805,-30 26 48.531,-2.961,-1.688,0.0663,,,,18.01,,,16.018,15.618,15.414,Star,,18 53 51.0805,-30 26 48.531,-2.961,-1.688,0.0663,,1
True,2MASS J18535171-3026497,[MBC98a] Sgr1  927,18 53 51.7148,-30 26 50.872,14,14,0.1326,0.1185,90,A,O,2020yCat.1350....0G,,,18.39,,,16.643,15.859,15.652,Star,,18 53 51.7148,-30 26 50.872,-2.766,-1.451,0.2241,,,18.39,,,16.643,15.859,15.652,Star,,18 53 51.7148,-30 26 50.872,-2.766,-1.451,0.2241,,,,18.39,,,16.643,15.859,15.652,Star,,18 53 51.7148,-30 26 50.872,-2.766,-1.451,0.2241,,1
True,2MASS J18535650-3027205,2MASS J18535650-3027205,18 53 56.5027,-30 27 20.586,14,14,0.0253,0.0242,90,A,O,2020yCat.1350....0G,,,,,,12.358,11.471,11.277,ChemPec*,M,18 53 56.5027,-30 27 20.586,-2.7,-1.275,0.0163,156.729004,,,,,12.358,11.471,11.277,ChemPec*,M,18 53 56.5027,-30 27 20.586,-2.7,-1.275,0.0163,156.729004,,,,,,12.358,11.471,11.277,ChemPec*,M,18 53 56.5027,-30 27 20.586,-2.7,-1.275,0.0163,156.729004,1
True,2MASS J18540214-3036218,2MASS J18540214-3036218,18 54 02.1433,-30 36 21.869,14,14,0.0276,0.0285,90,A,O,2020yCat.1350....0G,,,,,,13.063,12.244,12.058,Star,K,18 54 02.1433,-30 36 21.869,-2.756,-1.238,0.0281,143.662994,,,,,13.063,12.244,12.058,Star,K,18 54 02.1433,-30 36 21.869,-2.756,-1.238,0.0281,143.662994,,,,,,13.063,12.244,12.058,Star,K,18 54 02.1433,-30 36 21.869,-2.756,-1.238,0.0281,143.662994,1
True,[AAS2009] S 24-72,[AAS2009] S 24-72,10 15 02.6077,-01 29 55.016,14,14,0.0797,0.0642,90,A,O,2020yCat.1350....0G,,,,,,15.131,14.528,14.422,ChemPec*,,10 15 02.6077,-01 29 55.016,-0.343,-0.176,,,,,,,15.131,14.528,14.422,ChemPec*,,10 15 02.6077,-01 29 55.016,-0.343,-0.176,,,,,,,,15.131,14.528,14.422,ChemPec*,,10 15 02.6077,-01 29 55.016,-0.343,-0.176,,,1
True,[BFO2002] Dra 50027,2MASS J17193545+5758465,17 19 35.4526,+57 58 46.544,14,14,0.0551,0.0573,90,A,O,2020yCat.1350....0G,,18.286,17.488,16.681,15.978,15.274,14.538,14.468,RGB*,,17 19 35.4526,+57 58 46.544,-0.024,-0.23,0.0859,-279.231995,18.286,17.488,16.681,15.978,15.274,14.538,14.468,RGB*,,17 19 35.4526,+57 58 46.544,-0.024,-0.23,0.0859,-279.231995,,18.286,17.488,16.681,15.978,15.274,14.538,14.468,RGB*,,17 19 35.4526,+57 58 46.544,-0.024,-0.23,0.0859,-279.231995,1
True,[BS61] 119,[BS61] 119,17 20 16.1310,+57 52 55.986,14,14,0.0517,0.0504,90,A,O,2020yCat.1350....0G,,18.62,17.635,16.859,16.224,15.561,15.122,14.854,RGB*,,17 20 16.1310,+57 52 55.986,-0.004,-0.236,0.0305,-296.7,18.62,17.635,16.859,16.224,15.561,15.122,14.854,RGB*,,17 20 16.1310,+57 52 55.986,-0.004,-0.236,0.0305,-296.7,,18.62,17.635,16.859,16.224,15.561,15.122,14.854,RGB*,,17 20 16.1310,+57 52 55.986,-0.004,-0.236,0.0305,-296.7,1
True,[BTH2006] fnx-05 042,[BTH2006] fnx-05 042,02 41 30.9834,-33 55 44.764,14,14,0.0544,0.0749,90,A,O,2020yCat.1350....0G,,,,,,16.146,15.715,15.313,ChemPec*,,02 41 30.9834,-33 55 44.764,0.351,-0.485,0.0675,,,,,,16.146,15.715,15.313,ChemPec*,,02 41 30.9834,-33 55 44.764,0.351,-0.485,0.0675,,,,,,,16.146,15.715,15.313,ChemPec*,,02 41 30.9834,-33 55 44.764,0.351,-0.485,0.0675,,1
True,[BTH2011] 129,2MASS J10134175-0211244,10 13 41.7632,-02 11 24.408,14,14,0.0949,0.1371,90,A,O,2020yCat.1350....0G,,,,,,14.919,14.296,14.131,RGB*,,10 13 41.7632,-02 11 24.408,-0.328,-0.031,,241.2099,,,,,14.919,14.296,14.131,RGB*,,10 13 41.7632,-02 11 24.408,-0.328,-0.031,,241.2099,,,,,,14.919,14.296,14.131,RGB*,,10 13 41.7632,-02 11 24.408,-0.328,-0.031,,241.2099,1
True,[BTH2011] 48,[BTH2011] 48,10 14 28.0229,-01 14 35.971,14,14,0.0966,0.0878,90,A,O,2020yCat.1350....0G,,,,,,,,,RGB*,,10 14 28.0229,-01 14 35.971,-0.371,0.107,0.1698,216.14,,,,,,,,RGB*,,10 14 28.0229,-01 14 35.971,-0.371,0.107,0.1698,216.14,,,,,,,,,RGB*,,10 14 28.0229,-01 14 35.971,-0.371,0.107,0.1698,216.14,1
True,[HBJ2016] b0016,[HBJ2016] b0016,02 40 02.7253,-34 38 30.019,14,14,0.054,0.0735,90,A,O,2020yCat.1350....0G,,,18.162,,16.902,,,,RGB*,,02 40 02.7253,-34 38 30.019,0.504,-0.32,,69.05,,18.162,,16.902,,,,RGB*,,02 40 02.7253,-34 38 30.019,0.504,-0.32,,69.05,,,18.162,,16.902,,,,RGB*,,02 40 02.7253,-34 38 30.019,0.504,-0.32,,69.05,1
True,[HEM2018] Sagittarius 2300225,[HEM2018] Sgr 2300225,18 55 49.7422,-30 33 09.826,14,14,0.0386,0.0348,90,A,O,2020yCat.1350....0G,,,,,,,,,ChemPec*,,18 55 49.7422,-30 33 09.826,-0.399,1.745,0.0989,167.2,,,,,,,,ChemPec*,,18 55 49.7422,-30 33 09.826,-0.399,1.745,0.0989,167.2,,,,,,,,,ChemPec*,,18 55 49.7422,-30 33 09.826,-0.399,1.745,0.0989,167.2,1
True,[HEM2018] Sagittarius 2300275,[HEM2018] Sgr 2300275,18 55 38.6307,-30 27 04.341,14,14,0.0525,0.0473,90,A,O,2020yCat.1350....0G,,,,,,,,,ChemPec*,,18 55 38.6307,-30 27 04.341,-2.689,-1.228,,137.0,,,,,,,,ChemPec*,,18 55 38.6307,-30 27 04.341,-2.689,-1.228,,137.0,,,,,,,,,ChemPec*,,18 55 38.6307,-30 27 04.341,-2.689,-1.228,,137.0,1
True,[HEM2018] Sagittarius 3600436,[HEM2018] Sgr 3600436,18 53 35.6887,-30 26 36.640,14,14,0.0584,0.0541,90,A,O,2020yCat.1350....0G,,,,,,,,,ChemPec*,,18 53 35.6887,-30 26 36.640,-2.878,-1.575,,139.6,,,,,,,,ChemPec*,,18 53 35.6887,-30 26 36.640,-2.878,-1.575,,139.6,,,,,,,,,ChemPec*,,18 53 35.6887,-30 26 36.640,-2.878,-1.575,,139.6,1
True,[HKW2014] 150,2MASS J02375855-3445164,02 37 58.5427,-34 45 16.551,14,14,0.0644,0.0839,90,A,O,2020yCat.1350....0G,,,18.771,,17.41,16.367,15.627,,ChemPec*,,02 37 58.5427,-34 45 16.551,0.268,-0.269,,57.6,,18.771,,17.41,16.367,15.627,,ChemPec*,,02 37 58.5427,-34 45 16.551,0.268,-0.269,,57.6,,,18.771,,17.41,16.367,15.627,,ChemPec*,,02 37 58.5427,-34 45 16.551,0.268,-0.269,,57.6,1
True,[KCB2015] Reti4,[KCB2015] Reti  4,03 35 23.8544,-54 04 07.586,14,14,0.026,0.0267,90,A,O,2020yCat.1350....0G,,,,,,,,,RGB*,,03 35 23.8544,-54 04 07.586,2.432,-1.389,0.0113,65.3,,,,,,,,RGB*,,03 35 23.8544,-54 04 07.586,2.432,-1.389,0.0113,65.3,,,,,,,,,RGB*,,03 35 23.8544,-54 04 07.586,2.432,-1.389,0.0113,65.3,1
True,[KCB2015] Reti 15,[KCB2015] Reti 15,03 35 48.0547,-54 03 49.765,14,14,0.0739,0.0783,90,A,O,2020yCat.1350....0G,,,,,,,,,RGB*,,03 35 48.0547,-54 03 49.765,2.279,-1.293,,61.7,,,,,,,,RGB*,,03 35 48.0547,-54 03 49.765,2.279,-1.293,,61.7,,,,,,,,,RGB*,,03 35 48.0547,-54 03 49.765,2.279,-1.293,,61.7,1
True,[KGB2009] J005939.5-334539,[WMO2009] Scl- 782,00 59 39.4952,-33 45 39.279,14,14,0.0482,0.0277,90,A,O,2020yCat.1350....0G,,,17.61,,16.2,15.34,14.74,14.49,RGB*,,00 59 39.4952,-33 45 39.279,0.015,-0.121,,139.01,,17.61,,16.2,15.34,14.74,14.49,RGB*,,00 59 39.4952,-33 45 39.279,0.015,-0.121,,139.01,,,17.61,,16.2,15.34,14.74,14.49,RGB*,,00 59 39.4952,-33 45 39.279,0.015,-0.121,,139.01,1
True,[KGS2010] For 64059,[KGS2010] For   64059,02 39 55.4015,-34 29 54.846,14,14,0.0576,0.0788,90,A,O,2020yCat.1350....0G,,20.214,,17.719,,15.796,15.049,14.696,RGB*,,02 39 55.4015,-34 29 54.846,0.392,-0.36,,59.71,20.214,,17.719,,15.796,15.049,14.696,RGB*,,02 39 55.4015,-34 29 54.846,0.392,-0.36,,59.71,,20.214,,17.719,,15.796,15.049,14.696,RGB*,,02 39 55.4015,-34 29 54.846,0.392,-0.36,,59.71,1
True,[KGS2010] Sex 191,2MASS J10123736-0149044,10 12 37.3711,-01 49 04.444,14,14,0.1095,0.1221,90,A,O,2020yCat.1350....0G,,18.85,17.478,,16.2,15.268,14.503,14.408,RGB*,,10 12 37.3711,-01 49 04.444,-0.485,0.094,,227.615997,18.85,17.478,,16.2,15.268,14.503,14.408,RGB*,,10 12 37.3711,-01 49 04.444,-0.485,0.094,,227.615997,,18.85,17.478,,16.2,15.268,14.503,14.408,RGB*,,10 12 37.3711,-01 49 04.444,-0.485,0.094,,227.615997,1
True,[LDH2014] Fnx-mem0522,[LDH2014] Fnx-mem0522,02 38 47.8923,-34 39 39.734,14,14,0.0509,0.0651,90,A,O,2020yCat.1350....0G,,20.149,18.44,,16.77,15.916,14.873,14.994,Star,,02 38 47.8923,-34 39 39.734,0.368,-0.377,,42.108,20.149,18.44,,16.77,15.916,14.873,14.994,Star,,02 38 47.8923,-34 39 39.734,0.368,-0.377,,42.108,,20.149,18.44,,16.77,15.916,14.873,14.994,Star,,02 38 47.8923,-34 39 39.734,0.368,-0.377,,42.108,1
True,[LDH2014] Fnx-mem0532,[LDH2014] Fnx-mem0532,02 38 01.3998,-34 40 11.651,14,14,0.0612,0.079,90,A,O,2020yCat.1350....0G,,20.218,18.71,,17.17,16.088,15.251,15.016,Star,,02 38 01.3998,-34 40 11.651,0.402,-0.518,,50.0,20.218,18.71,,17.17,16.088,15.251,15.016,Star,,02 38 01.3998,-34 40 11.651,0.402,-0.518,,50.0,,20.218,18.71,,17.17,16.088,15.251,15.016,Star,,02 38 01.3998,-34 40 11.651,0.402,-0.518,,50.0,1
True,[LDH2014] Fnx-mem0539,2MASS J02373287-3440420,02 37 32.8750,-34 40 42.022,14,14,0.0563,0.0746,90,A,O,2020yCat.1350....0G,,20.096,18.54,,17.02,15.903,15.182,14.975,ChemPec*,,02 37 32.8750,-34 40 42.022,0.413,-0.515,,27.4092,20.096,18.54,,17.02,15.903,15.182,14.975,ChemPec*,,02 37 32.8750,-34 40 42.022,0.413,-0.515,,27.4092,,20.096,18.54,,17.02,15.903,15.182,14.975,ChemPec*,,02 37 32.8750,-34 40 42.022,0.413,-0.515,,27.4092,1
True,[LDH2014] Fnx-mem0543,[LDH2014] Fnx-mem0543,02 38 02.4569,-34 41 00.826,14,14,0.055,0.0714,90,A,O,2020yCat.1350....0G,,20.14,18.43,,16.86,15.766,14.947,14.781,Star,,02 38 02.4569,-34 41 00.826,0.259,-0.472,0.0412,53.4222,20.14,18.43,,16.86,15.766,14.947,14.781,Star,,02 38 02.4569,-34 41 00.826,0.259,-0.472,0.0412,53.4222,,20.14,18.43,,16.86,15.766,14.947,14.781,Star,,02 38 02.4569,-34 41 00.826,0.259,-0.472,0.0412,53.4222,1
True,[LDH2014] Fnx-mem0546,2MASS J02384635-3441147,02 38 46.3487,-34 41 14.899,14,14,0.0628,0.0827,90,A,O,2020yCat.1350....0G,,20.132,18.62,,17.25,16.326,15.681,15.486,RGB*,,02 38 46.3487,-34 41 14.899,0.347,-0.135,0.0879,65.2,20.132,18.62,,17.25,16.326,15.681,15.486,RGB*,,02 38 46.3487,-34 41 14.899,0.347,-0.135,0.0879,65.2,,20.132,18.62,,17.25,16.326,15.681,15.486,RGB*,,02 38 46.3487,-34 41 14.899,0.347,-0.135,0.0879,65.2,1
True,[LDH2014] Fnx-mem0556,[LDH2014] Fnx-mem0556,02 38 45.5685,-34 41 45.309,14,14,0.0616,0.0788,90,A,O,2020yCat.1350....0G,,20.159,18.666,,17.171,16.063,15.344,15.151,Star,,02 38 45.5685,-34 41 45.309,0.376,-0.428,,50.4,20.159,18.666,,17.171,16.063,15.344,15.151,Star,,02 38 45.5685,-34 41 45.309,0.376,-0.428,,50.4,,20.159,18.666,,17.171,16.063,15.344,15.151,Star,,02 38 45.5685,-34 41 45.309,0.376,-0.428,,50.4,1
True,[LDH2014] Fnx-mem0572,[LDH2014] Fnx-mem0572,02 38 44.6103,-34 42 33.440,14,14,0.0574,0.0762,90,A,O,2020yCat.1350....0G,,20.185,18.55,,17.1,16.12,15.327,14.948,Star,,02 38 44.6103,-34 42 33.440,0.432,-0.409,0.037,47.4,20.185,18.55,,17.1,16.12,15.327,14.948,Star,,02 38 44.6103,-34 42 33.440,0.432,-0.409,0.037,47.4,,20.185,18.55,,17.1,16.12,15.327,14.948,Star,,02 38 44.6103,-34 42 33.440,0.432,-0.409,0.037,47.4,1
True,[LDH2014] Fnx-mem0574,2MASS J02382648-3442367,02 38 26.4947,-34 42 36.875,14,14,0.0555,0.0719,90,A,O,2020yCat.1350....0G,,20.291,18.606,,16.979,16.12,15.051,14.982,Star,,02 38 26.4947,-34 42 36.875,0.467,-0.299,,38.8871,20.291,18.606,,16.979,16.12,15.051,14.982,Star,,02 38 26.4947,-34 42 36.875,0.467,-0.299,,38.8871,,20.291,18.606,,16.979,16.12,15.051,14.982,Star,,02 38 26.4947,-34 42 36.875,0.467,-0.299,,38.8871,1
True,[LDH2014] Fnx-mem0595,[LDH2014] Fnx-mem0595,02 38 35.5497,-34 44 02.616,14,14,0.0549,0.0685,90,A,O,2020yCat.1350....0G,,20.19,18.47,,16.96,16.026,15.095,15.24,Star,,02 38 35.5497,-34 44 02.616,0.466,-0.371,0.0285,50.415,20.19,18.47,,16.96,16.026,15.095,15.24,Star,,02 38 35.5497,-34 44 02.616,0.466,-0.371,0.0285,50.415,,20.19,18.47,,16.96,16.026,15.095,15.24,Star,,02 38 35.5497,-34 44 02.616,0.466,-0.371,0.0285,50.415,1
True,[LDH2014] Fnx-mem0607,2MASS J02382246-3445061,02 38 22.4564,-34 45 06.389,14,14,0.0546,0.0691,90,A,O,2020yCat.1350....0G,,20.123,18.576,,17.014,16.054,15.006,14.809,ChemPec*,,02 38 22.4564,-34 45 06.389,0.464,-0.356,,51.0246,20.123,18.576,,17.014,16.054,15.006,14.809,ChemPec*,,02 38 22.4564,-34 45 06.389,0.464,-0.356,,51.0246,,20.123,18.576,,17.014,16.054,15.006,14.809,ChemPec*,,02 38 22.4564,-34 45 06.389,0.464,-0.356,,51.0246,1
True,[LDH2014] Fnx-mem0612,2MASS J02385092-3445351,02 38 50.9226,-34 45 35.382,14,14,0.0558,0.0735,90,A,O,2020yCat.1350....0G,,19.887,18.47,,17.06,16.038,15.476,15.338,RGB*,,02 38 50.9226,-34 45 35.382,0.46,-0.536,0.0933,68.4,19.887,18.47,,17.06,16.038,15.476,15.338,RGB*,,02 38 50.9226,-34 45 35.382,0.46,-0.536,0.0933,68.4,,19.887,18.47,,17.06,16.038,15.476,15.338,RGB*,,02 38 50.9226,-34 45 35.382,0.46,-0.536,0.0933,68.4,1
True,[LDH2014] Fnx-mem0626,2MASS J02382200-3446368,02 38 22.0137,-34 46 37.015,14,14,0.065,0.0843,90,A,O,2020yCat.1350....0G,,20.119,18.62,,17.14,16.005,15.148,15.222,ChemPec*,,02 38 22.0137,-34 46 37.015,0.382,-0.49,0.0729,38.7791,20.119,18.62,,17.14,16.005,15.148,15.222,ChemPec*,,02 38 22.0137,-34 46 37.015,0.382,-0.49,0.0729,38.7791,,20.119,18.62,,17.14,16.005,15.148,15.222,ChemPec*,,02 38 22.0137,-34 46 37.015,0.382,-0.49,0.0729,38.7791,1
True,[LDH2014] Fnx-mem0629,[LDH2014] Fnx-mem0629,02 37 20.2055,-34 46 46.016,14,14,0.0578,0.077,90,A,O,2020yCat.1350....0G,,20.2,18.59,,17.11,16.037,15.244,15.0,Star,,02 37 20.2055,-34 46 46.016,0.431,-0.47,0.1907,52.3,20.2,18.59,,17.11,16.037,15.244,15.0,Star,,02 37 20.2055,-34 46 46.016,0.431,-0.47,0.1907,52.3,,20.2,18.59,,17.11,16.037,15.244,15.0,Star,,02 37 20.2055,-34 46 46.016,0.431,-0.47,0.1907,52.3,1
True,[LDH2014] Fnx-mem0631,[LDH2014] Fnx-mem0631,02 38 52.9645,-34 47 01.407,14,14,0.0449,0.0598,90,A,O,2020yCat.1350....0G,,19.677,18.14,,16.73,15.74,14.939,14.792,Star,,02 38 52.9645,-34 47 01.407,0.41,-0.484,,44.4184,19.677,18.14,,16.73,15.74,14.939,14.792,Star,,02 38 52.9645,-34 47 01.407,0.41,-0.484,,44.4184,,19.677,18.14,,16.73,15.74,14.939,14.792,Star,,02 38 52.9645,-34 47 01.407,0.41,-0.484,,44.4184,1
True,[LDH2014] Fnx-mem0633,2MASS J02375588-3447160,02 37 55.8848,-34 47 16.038,14,14,0.0518,0.0662,90,A,O,2020yCat.1350....0G,,20.157,18.41,,16.78,15.63,14.93,14.702,ChemPec*,,02 37 55.8848,-34 47 16.038,0.33,-0.278,0.1334,30.6443,20.157,18.41,,16.78,15.63,14.93,14.702,ChemPec*,,02 37 55.8848,-34 47 16.038,0.33,-0.278,0.1334,30.6443,,20.157,18.41,,16.78,15.63,14.93,14.702,ChemPec*,,02 37 55.8848,-34 47 16.038,0.33,-0.278,0.1334,30.6443,1
