Species, N  , ID                      , l_logepsX, logepsX, e_logepsX, l_[X/H], [X/H], l_[X/Fe], [X/Fe]
Sc     ,   1, SMSS J191802.51-851523.0,          , 0.58   ,          ,        , -2.57,         , 0.06
Sc     ,   5, SMSS J193528.46-462129.6,          , 0.0    ,      0.09,        , -3.15,         , 0.24
Sc     ,   1, SMSS J193617.38-790231.4,          , 1.61   ,          ,        , -1.54,         , -0.23
Sc     ,   1, SMSS J194432.13-720537.1,          , 0.38   ,          ,        , -2.77,         , -0.34
Sc     ,   5, SMSS J195614.75-320145.9,          , 0.61   ,      0.25,        , -2.54,         , -0.22
Sc     ,   1, SMSS J195931.70-643529.3,          , 0.43   ,          ,        , -2.72,         , -0.14
Sc     ,   1, SMSS J200228.85-533114.4,          , 0.13   ,          ,        , -3.02,         , 0.2
Sc     ,   1, SMSS J200654.42-321157.7,          , 0.08   ,          ,        , -3.07,         , 0.18
Sc     ,   1, SMSS J202057.49-522417.2,          , 0.33   ,          ,        , -2.82,         , 0.3
Sc     ,   1, SMSS J202123.89-515742.8,          , -0.02  ,          ,        , -3.17,         , -0.56
Sc     ,   1, SMSS J205313.80-651830.6,          , 0.18   ,          ,        , -2.97,         , -0.35
Sc     ,   1, SMSS J210021.85-653627.9,          , 1.01   ,          ,        , -2.14,         , -0.25
Sc     ,   5, SMSS J211340.44-520017.5,          , 0.81   ,      0.24,        , -2.34,         , 0.06
Sc     ,   4, SMSS J215805.81-651327.2,          , -0.45  ,      0.11,        , -3.6 ,         , -0.19
Sc     ,   5, SMSS J221448.33-453949.9,          , 0.6    ,      0.21,        , -2.55,         , 0.01
Sc     ,   5, SMSS J224838.41-550635.1,          , 0.14   ,      0.1 ,        , -3.01,         , -0.14
Sc     ,   1, SMSS J224843.95-543610.1,          , 0.63   ,          ,        , -2.52,         , -0.14
Sc     ,   1, SMSS J225851.25-265434.9,          , -0.62  ,          ,        , -3.77,         , -0.28
Sc     ,   1, SMSS J230013.16-263511.0,          , -0.17  ,          ,        , -3.32,         , 0.03
Sc     ,   1, SMSS J230113.95-291458.2,          , 0.43   ,          ,        , -2.72,         , -0.19
Sc     ,   1, 2MASS J23203653-3637223 ,          , 0.48   ,          ,        , -2.67,         , -0.04
Sc     ,   1, 2MASS J23261426-3719492 ,          , 0.18   ,          ,        , -2.97,         , -0.42
Ti I   ,  28, SMSS J000113.96-363337.9,          , 2.75   ,      0.07,        , -2.2 ,         , 0.12
Ti I   ,  27, SMSS J001039.86-525851.4,          , 2.74   ,      0.09,        , -2.21,         , 0.1
Ti I   ,  24, SMSS J001952.15-525803.0,          , 2.55   ,      0.1 ,        , -2.4 ,         , 0.16
Ti I   ,   4, SMSS J002148.06-471132.1,          , 1.89   ,      0.08,        , -3.06,         , 0.11
Ti I   ,   8, SMSS J003055.81-482011.3,          , 2.54   ,      0.15,        , -2.41,         , 0.12
Ti I   ,   2, SMSS J003327.36-491037.9,          , 1.77   ,      0.06,        , -3.19,         , 0.18
Ti I   ,   5, SMSS J004037.56-515025.2,          , 1.2    ,      0.09,        , -3.75,         , 0.08
Ti I   ,   2, SMSS J005953.98-594329.9,          , 1.58   ,      0.09,        , -3.37,         , 0.56
Ti I   ,   9, SMSS J010332.63-534654.3,          , 2.22   ,      0.03,        , -2.73,         , 0.3
Ti I   ,   8, SMSS J010651.91-524410.5,          , 1.37   ,      0.06,        , -3.58,         , 0.21
Ti I   ,  10, SMSS J010839.58-285701.5,          , 2.17   ,      0.08,        , -2.79,         , 0.24
Ti I   ,  26, SMSS J012147.80-495328.2,          , 3.32   ,      0.14,        , -1.63,         , -0.04
Ti I   ,  20, SMSS J014624.60-352457.7,          , 2.42   ,      0.07,        , -2.53,         , 0.28
Ti I   ,  22, SMSS J015350.94-775525.6,          , 2.52   ,      0.1 ,        , -2.43,         , 0.19
Ti I   ,   7, SMSS J015941.53-781408.7,          , 2.05   ,      0.09,        , -2.9 ,         , 0.21
Ti I   ,  10, 2MASS J02031860-7930291 ,          , 2.23   ,      0.08,        , -2.72,         , 0.31
Ti I   ,  12, SMSS J020748.93-465616.4,          , 2.49   ,      0.06,        , -2.46,         , 0.25
Ti I   ,  13, SMSS J021323.26-495936.5,          , 2.35   ,      0.11,        , -2.6 ,         , 0.27
Ti I   ,   5, SMSS J022410.38-534659.9,          , 1.61   ,      0.06,        , -3.34,         , 0.06
Ti I   ,   3, SMSS J022423.27-573705.1,          , 1.33   ,      0.16,        , -3.62,         , 0.35
Ti I   ,   5, SMSS J022452.58-731051.8,          , 2.53   ,      0.08,        , -2.42,         , 0.13
Ti I   ,   8, SMSS J022545.31-774119.9,          , 2.59   ,      0.09,        , -2.36,         , 0.27
Ti I   ,  14, SMSS J022756.48-684256.6,          , 2.92   ,      0.14,        , -2.03,         , 0.2
Ti I   ,  18, SMSS J023139.43-523957.4,          , 2.29   ,      0.08,        , -2.66,         , 0.28
Ti I   ,   4, SMSS J023147.96-575341.7,          , 1.7    ,      0.1 ,        , -3.25,         , 0.17
Ti I   ,   5, SMSS J024643.28-352502.4,          , 2.01   ,      0.11,        , -2.94,         , 0.43
Ti I   ,   3, SMSS J024858.41-684306.4,          , 1.35   ,      0.12,        , -3.6 ,         , 0.1
Ti I   ,  21, 2MASS J03084611-4747083 ,          , 3.54   ,      0.1 ,        , -1.41,         , 0.15
Ti I   ,   3, SMSS J031556.09-473442.1,          , 2.02   ,      0.03,        , -2.93,         , 0.33
Ti I   ,  12, SMSS J032132.29-363123.6,          , 1.9    ,      0.09,        , -3.05,         , 0.35
Ti I   ,   3, SMSS J033005.90-681352.5,          , 1.68   ,      0.09,        , -3.27,         , 0.17
Ti I   ,   7, SMSS J034249.53-284216.0,          , 2.25   ,      0.07,        , -2.7 ,         , -0.37
Ti I   ,   8, SMSS J040148.04-743537.3,          , 2.1    ,      0.09,        , -2.85,         , 0.23
Ti I   ,  16, SMSS J041957.56-493818.3,          , 2.04   ,      0.03,        , -2.91,         , 0.06
Ti I   ,   6, SMSS J051008.62-372019.8,          , 2.06   ,      0.06,        , -2.89,         , 0.3
Ti I   ,  10, SMSS J055746.51-575057.4,          , 2.72   ,      0.11,        , -2.23,         , 0.27
Ti I   ,  21, SMSS J061725.30-600740.6,          , 2.42   ,      0.09,        , -2.53,         , 0.19
Ti I   ,  11, SMSS J062609.83-590503.2,          , 2.42   ,      0.07,        , -2.53,         , 0.24
Ti I   ,  17, SMSS J063447.15-622355.0,          , 1.54   ,      0.12,        , -3.41,         , -0.0
Ti I   ,  24, SMSS J064349.43-653038.6,          , 2.49   ,      0.1 ,        , -2.46,         , 0.02
Ti I   ,  13, SMSS J065014.40-614328.0,          , 1.81   ,      0.08,        , -3.14,         , 0.04
Ti I   ,  20, SMSS J070257.95-600422.4,          , 2.51   ,      0.09,        , -2.44,         , 0.19
Ti I   ,  17, SMSS J080050.54-724620.6,          , 3.04   ,      0.11,        , -1.91,         , 0.17
Ti I   ,   9, SMSS J085924.06-120104.9,          , 1.51   ,      0.12,        , -3.44,         , 0.19
Ti I   ,  20, SMSS J090247.43-122755.0,          , 2.71   ,      0.07,        , -2.24,         , 0.16
Ti I   ,   7, SMSS J091210.40-064427.9,          , 2.53   ,      0.09,        , -2.42,         , 0.22
Ti I   ,   3, SMSS J093209.41-003435.8,          , 2.01   ,      0.03,        , -2.94,         , 0.17
Ti I   ,   1, 2MASS J09380777-0600392 ,          , 2.56   ,          ,        , -2.39,         , 0.29
Ti I   ,   0, SMSS J093829.27-070520.9,          ,        ,          ,        ,      ,         , 
Ti I   ,   9, SMSS J094029.05-060935.0,          , 2.09   ,      0.09,        , -2.86,         , 0.32
Ti I   ,  15, SMSS J094755.04-102724.7,          , 2.2    ,      0.09,        , -2.75,         , 0.25
Ti I   ,  22, SMSS J095120.49-401431.3,          , 3.74   ,      0.1 ,        , -1.21,         , 0.27
Ti I   ,   4, SMSS J100251.13-000152.1,          , 2.62   ,      0.05,        , -2.33,         , 0.29
Ti I   ,   5, 2MASS J10242264-2904203 ,          , 2.08   ,      0.06,        , -2.87,         , 0.27
Ti I   ,  11, 2MASS J10275895-3006391 ,          , 2.25   ,      0.12,        , -2.7 ,         , 0.26
Ti I   ,   2, 2MASS J10283035-2951115 ,          , 2.67   ,      0.09,        , -2.28,         , 0.11
Ti I   ,  28, 2MASS J10294248-0103238 ,          , 2.71   ,      0.11,        , -2.24,         , 0.15
Ti I   ,  24, SMSS J105320.99-435300.1,          , 3.08   ,      0.11,        , -1.87,         , -0.01
Ti I   ,  27, SMSS J105438.86-435819.9,          , 3.25   ,      0.12,        , -1.7 ,         , 0.28
Ti I   ,   1, SMSS J110850.60-080034.7,          , 2.35   ,          ,        , -2.6 ,         , 0.3
Ti I   ,  23, SMSS J121353.63-441911.2,          , 2.58   ,      0.1 ,        , -2.37,         , 0.22
Ti I   ,  27, SMSS J121716.48-442510.2,          , 2.93   ,      0.11,        , -2.02,         , 0.08
Ti I   ,   5, SMSS J122455.61-151134.0,          , 2.54   ,      0.06,        , -2.41,         , 0.21
Ti I   ,   3, SMSS J123158.00-162317.6,          , 2.42   ,      0.04,        , -2.53,         , 0.09
Ti I   ,  10, SMSS J123246.06-054559.1,          , 2.15   ,      0.06,        , -2.8 ,         , 0.23
Ti I   ,   6, SMSS J125115.37-331448.1,          , 2.37   ,      0.1 ,        , -2.58,         , 0.06
Ti I   ,   7, SMSS J125125.64-340343.4,          , 2.77   ,      0.06,        , -2.18,         , 0.34
Ti I   ,   7, SMSS J125451.18-334440.3,          , 2.32   ,      0.08,        , -2.63,         , 0.17
Ti I   ,   4, SMSS J125804.65-335045.1,          , 1.76   ,      0.07,        , -3.19,         , 0.25
Ti I   ,  28, SMSS J130537.01-294438.3,          , 2.66   ,      0.11,        , -2.29,         , 0.07
Ti I   ,  18, SMSS J133013.61-434632.4,          , 2.56   ,      0.08,        , -2.39,         , 0.16
Ti I   ,  21, SMSS J133532.32-210632.9,          , 2.38   ,      0.1 ,        , -2.57,         , 0.16
Ti I   ,  11, SMSS J135217.78-151405.7,          , 2.69   ,      0.09,        , -2.26,         , 0.3
Ti I   ,   9, SMSS J135625.09-161538.7,          , 2.3    ,      0.08,        , -2.65,         , 0.11
Ti I   ,  12, SMSS J135819.95-150937.4,          , 2.53   ,      0.14,        , -2.42,         , 0.16
Ti I   ,  15, SMSS J141547.72-414034.0,          , 2.62   ,      0.11,        , -2.33,         , -0.07
Ti I   ,  13, SMSS J143511.34-420326.5,          , 2.03   ,      0.1 ,        , -2.92,         , 0.23
Ti I   ,   2, SMSS J151101.05-182103.0,          , 2.38   ,      0.15,        , -2.58,         , 0.14
Ti I   ,   5, SMSS J151450.18-182946.0,          , 2.43   ,      0.1 ,        , -2.52,         , 0.21
Ti I   ,  27, SMSS J155430.57-263904.8,          , 2.49   ,      0.08,        , -2.46,         , 0.15
Ti I   ,  18, SMSS J155628.74-165533.4,          , 2.48   ,      0.12,        , -2.47,         , 0.32
Ti I   ,  26, SMSS J160447.75-293146.7,          , 2.47   ,      0.1 ,        , -2.48,         , 0.18
Ti I   ,  24, SMSS J164921.94-041943.9,          , 2.99   ,      0.1 ,        , -1.96,         , 0.28
Ti I   ,  21, SMSS J165023.82-252948.7,          , 2.61   ,      0.11,        , -2.34,         , 0.14
Ti I   ,  25, SMSS J165219.76-253133.7,          , 2.91   ,      0.1 ,        , -2.04,         , 0.17
Ti I   ,   3, SMSS J173823.36-145701.0,          , 1.79   ,      0.07,        , -3.16,         , 0.42
Ti I   ,  15, SMSS J174048.48-143635.6,          , 2.39   ,      0.09,        , -2.56,         , -0.06
Ti I   ,  23, SMSS J174916.38-455427.5,          , 2.51   ,      0.09,        , -2.44,         , 0.07
Ti I   ,  19, SMSS J174922.26-455103.8,          , 2.44   ,      0.11,        , -2.51,         , 0.26
Ti I   ,  16, SMSS J175021.86-414627.2,          , 2.41   ,      0.11,        , -2.54,         , 0.21
Ti I   ,  21, SMSS J175046.30-425506.9,          , 2.95   ,      0.08,        , -2.0 ,         , 0.17
Ti I   ,  23, SMSS J175738.37-454823.5,          , 2.7    ,      0.13,        , -2.25,         , 0.22
Ti I   ,  22, SMSS J183246.49-343434.2,          , 2.17   ,      0.13,        , -2.78,         , 0.22
Ti I   ,  18, SMSS J183753.10-380725.9,          , 2.13   ,      0.13,        , -2.82,         , 0.17
Ti I   ,   4, SMSS J184226.25-272602.7,          , 1.17   ,      0.1 ,        , -3.78,         , 0.11
Ti I   ,   9, SMSS J184825.29-305929.7,          , 1.57   ,      0.1 ,        , -3.38,         , 0.27
Ti I   ,  14, SMSS J185628.44-231809.8,          , 2.1    ,      0.12,        , -2.85,         , 0.13
Ti I   ,  15, SMSS J190549.33-214945.0,          , 2.1    ,      0.1 ,        , -2.85,         , 0.26
Ti I   ,  29, SMSS J190911.03-213207.5,          , 2.74   ,      0.13,        , -2.21,         , 0.19
Ti I   ,   6, SMSS J190931.13-214053.9,          , 1.91   ,      0.1 ,        , -3.04,         , 0.29
Ti I   ,   4, SMSS J191802.51-851523.0,          , 2.45   ,      0.06,        , -2.5 ,         , 0.13
Ti I   ,   9, SMSS J193528.46-462129.6,          , 1.91   ,      0.08,        , -3.04,         , 0.35
Ti I   ,  21, SMSS J193617.38-790231.4,          , 3.81   ,      0.13,        , -1.14,         , 0.15
Ti I   ,  20, SMSS J194432.13-720537.1,          , 2.69   ,      0.13,        , -2.26,         , 0.17
Ti I   ,  14, SMSS J195614.75-320145.9,          , 2.85   ,      0.1 ,        , -2.1 ,         , 0.22
Ti I   ,  23, SMSS J195931.70-643529.3,          , 2.56   ,      0.09,        , -2.39,         , 0.19
Ti I   ,   6, SMSS J200228.85-533114.4,          , 1.77   ,      0.17,        , -3.18,         , 0.04
Ti I   ,   0, SMSS J200654.42-321157.7,          ,        ,          ,        ,      ,         , 
Ti I   ,   9, SMSS J202057.49-522417.2,          , 2.15   ,      0.15,        , -2.8 ,         , 0.32
Ti I   ,   7, SMSS J202123.89-515742.8,          , 2.5    ,      0.16,        , -2.45,         , 0.16
Ti I   ,  14, SMSS J205313.80-651830.6,          , 2.47   ,      0.08,        , -2.48,         , 0.13
Ti I   ,  18, SMSS J210021.85-653627.9,          , 3.25   ,      0.11,        , -1.7 ,         , 0.2
Ti I   ,  12, SMSS J211340.44-520017.5,          , 2.66   ,      0.11,        , -2.29,         , 0.11
Ti I   ,   9, SMSS J215805.81-651327.2,          , 1.83   ,      0.1 ,        , -3.12,         , 0.3
Ti I   ,  21, SMSS J221448.33-453949.9,          , 2.53   ,      0.11,        , -2.42,         , 0.14
Ti I   ,  15, SMSS J224838.41-550635.1,          , 2.1    ,      0.15,        , -2.85,         , 0.02
Ti I   ,  18, SMSS J224843.95-543610.1,          , 2.63   ,      0.09,        , -2.32,         , 0.06
Ti I   ,   3, SMSS J225851.25-265434.9,          , 1.88   ,      0.0 ,        , -3.07,         , 0.42
Ti I   ,  11, SMSS J230013.16-263511.0,          , 1.89   ,      0.12,        , -3.06,         , 0.29
Ti I   ,  16, SMSS J230113.95-291458.2,          , 2.59   ,      0.12,        , -2.36,         , 0.17
Ti I   ,   4, 2MASS J23203653-3637223 ,          , 2.32   ,      0.13,        , -2.63,         , -0.0
Ti I   ,   6, 2MASS J23261426-3719492 ,          , 2.7    ,      0.13,        , -2.25,         , 0.29
Ti II  ,  37, SMSS J000113.96-363337.9,          , 3.0    ,      0.07,        , -1.95,         , 0.38
Ti II  ,  37, SMSS J001039.86-525851.4,          , 2.9    ,      0.08,        , -2.05,         , 0.26
Ti II  ,  31, SMSS J001952.15-525803.0,          , 2.84   ,      0.1 ,        , -2.11,         , 0.45
Ti II  ,  17, SMSS J002148.06-471132.1,          , 1.9    ,      0.1 ,        , -3.05,         , 0.12
Ti II  ,  29, SMSS J003055.81-482011.3,          , 2.8    ,      0.14,        , -2.15,         , 0.39
Ti II  ,  18, SMSS J003327.36-491037.9,          , 1.95   ,      0.07,        , -3.0 ,         , 0.36
Ti II  ,  25, SMSS J004037.56-515025.2,          , 1.27   ,      0.1 ,        , -3.68,         , 0.14
Ti II  ,  13, SMSS J005953.98-594329.9,          , 1.34   ,      0.09,        , -3.61,         , 0.32
Ti II  ,  34, SMSS J010332.63-534654.3,          , 2.16   ,      0.1 ,        , -2.79,         , 0.25
Ti II  ,  26, SMSS J010651.91-524410.5,          , 1.41   ,      0.08,        , -3.54,         , 0.25
Ti II  ,  29, SMSS J010839.58-285701.5,          , 2.24   ,      0.1 ,        , -2.71,         , 0.31
Ti II  ,  23, SMSS J012147.80-495328.2,          , 3.53   ,      0.11,        , -1.42,         , 0.18
Ti II  ,  38, SMSS J014624.60-352457.7,          , 2.53   ,      0.08,        , -2.42,         , 0.39
Ti II  ,  38, SMSS J015350.94-775525.6,          , 2.72   ,      0.1 ,        , -2.23,         , 0.39
Ti II  ,  29, SMSS J015941.53-781408.7,          , 2.19   ,      0.08,        , -2.76,         , 0.35
Ti II  ,  38, 2MASS J02031860-7930291 ,          , 2.27   ,      0.08,        , -2.68,         , 0.34
Ti II  ,  37, SMSS J020748.93-465616.4,          , 2.68   ,      0.1 ,        , -2.27,         , 0.44
Ti II  ,  38, SMSS J021323.26-495936.5,          , 2.39   ,      0.09,        , -2.56,         , 0.31
Ti II  ,  27, SMSS J022410.38-534659.9,          , 1.64   ,      0.07,        , -3.31,         , 0.09
Ti II  ,  19, SMSS J022423.27-573705.1,          , 1.32   ,      0.12,        , -3.63,         , 0.34
Ti II  ,  20, SMSS J022452.58-731051.8,          , 2.62   ,      0.14,        , -2.33,         , 0.22
Ti II  ,  18, SMSS J022545.31-774119.9,          , 2.64   ,      0.09,        , -2.31,         , 0.32
Ti II  ,  40, SMSS J022756.48-684256.6,          , 2.96   ,      0.09,        , -1.99,         , 0.24
Ti II  ,  30, SMSS J023139.43-523957.4,          , 2.31   ,      0.08,        , -2.64,         , 0.3
Ti II  ,  22, SMSS J023147.96-575341.7,          , 1.62   ,      0.1 ,        , -3.33,         , 0.09
Ti II  ,  24, SMSS J024643.28-352502.4,          , 1.93   ,      0.12,        , -3.02,         , 0.35
Ti II  ,  16, SMSS J024858.41-684306.4,          , 1.29   ,      0.07,        , -3.66,         , 0.05
Ti II  ,  35, 2MASS J03084611-4747083 ,          , 3.78   ,      0.1 ,        , -1.17,         , 0.39
